page_number,status,source_tokens,stored_tokens,tokens_match,chunk_id,has_embedding,embedding_dim,retrievable,first_source_token,first_stored_token,last_source_token,last_stored_token
1551,PASS,498,498,true,7421ed54-6d72-4236-aa63-5db25419c70a,true,768,true,"skanda","skanda",",",","
1552,PASS,154,154,true,1bc4aacd-6d6a-462c-a0ef-80b885fdfc5b,true,768,true,"even","even",""","""
1553,PASS,277,277,true,32affb32-581b-4214-b43c-8d5d009d19ab,true,768,true,""",""","other","other"
1554,PASS,502,502,true,60a3e948-f7af-4e24-8167-8d78524b78ea,true,768,true,"asterisms","asterisms",".","."
1555,PASS,486,486,true,ff58bf17-b47c-43e9-bfd0-e5d6b190cb54,true,768,true,"vinata","vinata","worshipping","worshipping"
1556,PASS,449,449,true,fce780f5-ac49-45e0-bec1-313f2c861825,true,768,true,"skanda","skanda",""","""
1557,PASS,278,278,true,d58bf7d8-4682-4a87-abe5-6b2e4f4ed93e,true,768,true,""",""",",",","
1558,PASS,502,502,true,80136249-3c9c-4d09-a49d-8da031d60943,true,768,true,"was","was","and","and"
1559,PASS,492,492,true,790d79a0-7696-4099-951b-912c5fb73d6e,true,768,true,"thousands","thousands","the","the"
1560,PASS,479,479,true,cbf1e836-e7f1-46f7-b32d-990767d5cbdd,true,768,true,"rakshasa","rakshasa",".","."
1561,PASS,504,504,true,55385194-cde2-429e-ba15-02baca107a3c,true,768,true,"indra","indra",",",","
1562,PASS,513,513,true,b2c41ae3-d97a-486a-b979-1d2ccce15515,true,768,true,"highest","highest","first","first"
1563,PASS,522,522,true,92fb41db-3659-4e53-8bff-c481799c6e26,true,768,true,"achievement","achievement","the","the"
1564,PASS,529,529,true,7af3993f-d1f7-4bc9-bf47-87b6d1a4d214,true,768,true,"lover","lover","long","long"
1565,PASS,26,26,true,6f25fc56-070e-4dde-ba4b-96ba7b2326d9,true,768,true,"life","life",".","."
1566,PASS,323,323,true,541c7e0d-6b26-4cf3-aa3a-f3e46a8cc8c7,true,768,true,"v","v","the","the"
1567,PASS,536,536,true,3b50e875-3cb9-414b-ab46-b9dc50a0da76,true,768,true,"husband","husband",".","."
1568,PASS,491,491,true,3980e89c-c003-41b8-b463-ffcbe42f2f1d,true,768,true,"satyabhama","satyabhama",".","."
1569,PASS,442,442,true,b5a6d9b6-5b79-4e42-8676-902b1a4a9ab5,true,768,true,"the","the",""","""
1570,PASS,288,288,true,93357abf-a525-43f9-81e4-5880fa343312,true,768,true,""",""","up","up"
1571,PASS,253,253,true,ebfa0787-e6dd-4d28-8dbf-95f8f7d79fee,true,768,true,"and","and",""","""
1572,PASS,268,268,true,060c2bea-0730-43d6-bcc3-35903fd694fd,true,768,true,"v","v","in","in"
1573,PASS,188,188,true,70c53e67-d5f8-444b-8dcf-2e3d6d885da6,true,768,true,"delightful","delightful",""","""
1574,PASS,304,304,true,c59ff9e4-b243-41ff-89c1-5d38c2352c49,true,768,true,"j","j",".","."
1575,PASS,523,523,true,2ed3ee77-757d-4451-aa8f-e983ff04036b,true,768,true,"trembling","trembling","by","by"
1576,PASS,473,473,true,30d43bf1-7913-48db-ac46-3a9f50b703fa,true,768,true,"cheating","cheating",""","""
1577,PASS,307,307,true,941cb6ce-bfbd-40fa-b8ae-12f168c900cc,true,768,true,"v","v",".","."
1578,PASS,332,332,true,fa78afde-a15a-4ae3-812d-d35187289920,true,768,true,"we","we",""","""
1579,PASS,313,313,true,6437feb2-7b4c-458d-9c21-ab19c3109972,true,768,true,"v","v",".","."
1580,PASS,298,298,true,5a772eb4-b287-4168-8b02-186d47ade74d,true,768,true,"you","you",""","""
1581,PASS,293,293,true,4fbd6b7a-bbc5-4915-b5f1-6e9c79a66c50,true,768,true,"v","v",".","."
1582,PASS,462,462,true,28ac1e51-5992-4ac4-afa2-695003e29c8f,true,768,true,"i","i",""","""
1583,PASS,302,302,true,77926167-5236-4cee-8389-753d63f8dd32,true,768,true,"v","v","and","and"
1584,PASS,500,500,true,29fb1dcd-85e1-487b-939a-d875f32f1ce1,true,768,true,"enjoying","enjoying",""","""
1585,PASS,279,279,true,47e43520-05bb-4119-b01c-79d504bdcc6d,true,768,true,"v","v",".","."
1586,PASS,488,488,true,28196cf8-09f8-4ae9-b5db-53b9cf2bbdf4,true,768,true,"karna","karna","in","in"
1587,PASS,37,37,true,2d624672-f1c9-4f74-a3c4-132488b889e9,true,768,true,"unison","unison",""","""
1588,PASS,277,277,true,0cb5d69d-fc6e-4854-8683-9b76fc425086,true,768,true,"v","v",".","."
1589,PASS,300,300,true,12c5481b-dc63-4209-920f-18ec39b3752d,true,768,true,"the","the",""","""
1590,PASS,314,314,true,1fe41d02-9a6f-40ec-88ca-9fa801dca9db,true,768,true,""",""",",",","
1591,PASS,230,230,true,580d0f35-37f0-45ee-b00d-ee027c9d645c,true,768,true,"sovereignty","sovereignty",""","""
1592,PASS,280,280,true,4384ded3-f982-41f7-a090-d4c7e75336a9,true,768,true,"v","v","'","'"
1593,PASS,126,126,true,4b3c6fb3-9874-48b9-ade1-e9478bdb59c0,true,768,true,"arjuna","arjuna",""","""
1594,PASS,270,270,true,e9da9e00-4689-4765-8bb8-2741b0fbfb9e,true,768,true,"v","v",".","."
1595,PASS,397,397,true,8e9bbcde-a02e-4919-a3ea-c0b65b9d88e7,true,768,true,"heads","heads",""","""
1596,PASS,282,282,true,9d58aeb7-56e2-4614-bdea-8a676b54e15d,true,768,true,"v","v","both","both"
1597,PASS,392,392,true,cc9deef5-532e-4589-97a3-107e3f990e07,true,768,true,"yudhishtira","yudhishtira",""","""
1598,PASS,301,301,true,7fe8eec3-3899-438a-bac2-d1562f6b5dfa,true,768,true,"j","j",".","."
1599,PASS,104,104,true,0ce4751d-39e4-4512-967a-849c02780827,true,768,true,"as","as",""","""
1600,PASS,317,317,true,0a788452-062b-45fb-8d64-d91e33b0584a,true,768,true,""",""","-","-"
1601,PASS,146,146,true,a6f33d3e-f2a1-4f54-bac1-c4613985e8c1,true,768,true,"rangers","rangers",""","""
1602,PASS,310,310,true,62e05d3d-2c7e-44a3-a5f6-b1c9776d8fff,true,768,true,""",""",".","."
1603,PASS,518,518,true,9cb61823-f817-4e21-be0b-7771382a6083,true,768,true,"my","my","his","his"
1604,PASS,234,234,true,5d952645-084a-44e8-9564-a174a1317dfb,true,768,true,"speed","speed","'","'"
1605,PASS,303,303,true,6c918bd6-145b-4307-99fb-e521d1751bb4,true,768,true,""",""","you","you"
1606,PASS,40,40,true,eeab2a69-8058-49f2-91e7-33ccfda45d6a,true,768,true,"decide","decide",""","""
1607,PASS,305,305,true,d9b7cb66-73b1-4bba-8442-5cb0dcc84b08,true,768,true,"v","v","'","'"
1608,PASS,486,486,true,55c6ff73-e33a-4387-9caf-83481da63aad,true,768,true,"hearing","hearing",""","""
1609,PASS,302,302,true,6797d84f-5d73-4b41-80ff-227dcaf699ce,true,768,true,""",""",".","."
1610,PASS,483,483,true,cc185b4d-e43b-4327-96ee-d2f35776a893,true,768,true,"other","other",",",","
1611,PASS,523,523,true,0eea167d-bf04-4910-b7e7-18102e13ff38,true,768,true,"they","they","with","with"
1612,PASS,51,51,true,bef681bd-a5c4-4a9e-bd13-49978dabe2d2,true,768,true,"dussasana","dussasana",""","""
1613,PASS,294,294,true,2a8577b2-2877-4543-897d-c343f0a6f334,true,768,true,"j","j",".","."
1614,PASS,399,399,true,6bcec4b2-ae52-49b0-8f1e-ecb6174e41cd,true,768,true,"after","after",""","""
1615,PASS,286,286,true,25d7b215-9c4e-4526-a591-14395db325ee,true,768,true,"v","v","'","'"
1616,PASS,467,467,true,df2b7bcf-e5a4-460a-96f7-ac1555b19bc0,true,768,true,"karna","karna",".","."
1617,PASS,30,30,true,658356f5-86e7-45ee-8c65-62d2ade2eb02,true,768,true,"from","from",""","""
1618,PASS,286,286,true,71625c64-50d3-48cf-adda-12e8712b44df,true,768,true,"v","v","'","'"
1619,PASS,294,294,true,91b8166f-4933-47b4-8a5b-59728531e0d3,true,768,true,"the","the",""","""
1620,PASS,301,301,true,180f6c9f-31a6-423a-b966-534269bdf855,true,768,true,"v","v","'","'"
1621,PASS,271,271,true,eb2f94dc-d321-4850-b85c-d444c3632721,true,768,true,"bhima","bhima",""","""
1622,PASS,323,323,true,83522cde-a394-42f9-9302-befaf0fd55af,true,768,true,"v","v",",",","
1623,PASS,369,369,true,c7153998-5247-4ce4-bb3f-b715f91f3cb4,true,768,true,"you","you",""","""
1624,PASS,319,319,true,d41e922e-e4cb-4e6e-861d-fce8a350bb18,true,768,true,"j","j","and","and"
1625,PASS,186,186,true,883dba24-358c-4b1f-9def-4fe43734d643,true,768,true,"begged","begged",""","""
1626,PASS,310,310,true,0742b397-e12e-4875-bed9-6bd31ae2baa8,true,768,true,"v","v","in","in"
1627,PASS,478,478,true,8aae8c1f-3c91-452b-a7c4-130e4cc5fa32,true,768,true,"turns","turns",".","."
1628,PASS,106,106,true,aaa0f765-7d19-4373-a166-1c2f862003d7,true,768,true,"especially","especially",""","""
1629,PASS,293,293,true,aab5c9a0-80b6-4d05-980a-27c959580a3c,true,768,true,""",""",".","."
1630,PASS,484,484,true,976d4a6f-f882-45c3-b62f-14b52c1567c3,true,768,true,"o","o","of","of"
1631,PASS,177,177,true,c44c1038-83d5-4736-b01d-cfd0eb99c696,true,768,true,"bells","bells",""","""
1632,PASS,301,301,true,1657ecfe-070f-4856-b2a1-43b18056cf45,true,768,true,""",""","enchanting","enchanting"
1633,PASS,500,500,true,43cd5a2f-5d73-4851-84b0-69ce6f4d9ba9,true,768,true,"the","the","until","until"
1634,PASS,511,511,true,af944401-c0af-42da-9689-5aeb94bc5f13,true,768,true,"they","they",".","."
1635,PASS,167,167,true,65ca8abc-b11b-4a29-ba5a-6b31578f3257,true,768,true,"praise","praise",""","""
1636,PASS,334,334,true,a95b5e76-3627-4856-b11f-c180d170af26,true,768,true,"j","j",".","."
1637,PASS,324,324,true,ff7cf0c1-dcbb-4217-b107-55591093b145,true,768,true,"then","then",""","""
1638,PASS,335,335,true,ef85be34-983c-4173-87c1-282fa1cce72a,true,768,true,"v","v","of","of"
1639,PASS,514,514,true,74dcecab-002e-49e5-9a71-041a668b6876,true,768,true,"all","all","we","we"
1640,PASS,500,500,true,a2c57aa1-36ef-4b01-95d3-d6745ce242ab,true,768,true,"cannot","cannot",""","""
1641,PASS,323,323,true,1048e50d-b491-465e-a3ad-5a9313b20a7b,true,768,true,"v","v","with","with"
1642,PASS,120,120,true,f01f1031-d003-44cf-87e8-80fe7f88a68f,true,768,true,"me","me",""","""
1643,PASS,326,326,true,5a3171f8-b5c7-4035-8c6d-d7c185704797,true,768,true,""",""",".","."
1644,PASS,167,167,true,8c61ae8c-4b62-47f6-8d73-0f5313606304,true,768,true,"and","and",""","""
1645,PASS,304,304,true,2de75937-2976-40a7-8ca1-dba50d1e944d,true,768,true,"v","v",""","""
1646,PASS,328,328,true,dd7ff5c5-d687-4e6f-8ffc-2ab67cae66e7,true,768,true,"v","v",",",","
1647,PASS,278,278,true,e525231c-6353-4612-a9f2-4d2c9e037c76,true,768,true,"nanku","nanku",""","""
1648,PASS,301,301,true,816e3dfe-ce32-4413-b699-4868bf9c7570,true,768,true,"v","v","the","the"
1649,PASS,499,499,true,cedf9a6c-7b9a-440a-a189-b5a5e5f53115,true,768,true,"plantain","plantain",".","."
1650,PASS,152,152,true,a99c86af-953b-492f-9685-9e47369a2bef,true,768,true,"darting","darting",""","""
1651,PASS,294,294,true,a3d26dac-7422-4bd2-af10-21dbc02f9751,true,768,true,"v","v",".","."
1652,PASS,511,511,true,150ce317-f9d2-411e-b31f-3a91d03fa439,true,768,true,"indrasena","indrasena","and","and"
1653,PASS,149,149,true,6ae0ab67-0f0d-48c3-a049-fe267464fdd0,true,768,true,"twanging","twanging",""","""
1654,PASS,330,330,true,56d98496-226b-45ec-a840-3ac7c5f7bb6a,true,768,true,"v","v",",",","
1655,PASS,462,462,true,5fa8002b-8570-4e2f-96c4-cfc6830bfe1f,true,768,true,"draw","draw",""","""
1656,PASS,278,278,true,a153233d-ff77-45f7-8397-dcb0709320df,true,768,true,"v","v",".","."
1657,PASS,523,523,true,0eb2cc72-c5bf-4739-974e-d5b73ddf040e,true,768,true,"bow","bow","out","out"
1658,PASS,507,507,true,f1551c51-3efd-4f15-b5bb-c163fb0453ff,true,768,true,"their","their","petty","petty"
1659,PASS,74,74,true,c004c21e-1671-449f-893b-c94fa8ae7c98,true,768,true,"man","man",""","""
1660,PASS,278,278,true,dba3fe04-2cfa-4e80-827f-0745fedcfe6f,true,768,true,"v","v","you","you"
1661,PASS,513,513,true,d3ffb8dc-b232-4e40-bca8-5e60cbad27f3,true,768,true,"must","must","to","to"
1662,PASS,511,511,true,c55ff23d-b1d3-45b2-bafa-3534872a6bc8,true,768,true,"contain","contain",".","."
1663,PASS,497,497,true,fdb44022-9960-442a-9aed-32a1c61ac413,true,768,true,"these","these","jata","jata"
1664,PASS,502,502,true,5ef38800-4a19-44e9-8e56-30a179bbaab6,true,768,true,"and","and","dreadful","dreadful"
1665,PASS,44,44,true,f157871f-173b-4d99-a08d-e83efc80c5ab,true,768,true,"entourage","entourage",""","""
1666,PASS,300,300,true,e8055c23-2ef7-42be-819a-032a1cfbe108,true,768,true,"j","j","our","our"
1667,PASS,69,69,true,8fb6ac0b-48f0-4359-a57d-a8c7d0d75220,true,768,true,"carelessness","carelessness",""","""
1668,PASS,293,293,true,1d1e4243-0499-4a71-92e2-d22addb1e762,true,768,true,""",""","of","of"
1669,PASS,209,209,true,5146d6e6-61b6-4389-9668-20b764c51461,true,768,true,"rama","rama",""","""
1670,PASS,288,288,true,443a8721-5f2b-47fb-91ed-427786b9d60f,true,768,true,""",""",".","."
1671,PASS,511,511,true,06ac0385-141c-41d0-a780-b5d5e90d9484,true,768,true,"and","and",""","""
1672,PASS,257,257,true,0431bbc1-ed02-4452-858f-2149ea2fd1f7,true,768,true,"markandeya","markandeya",""","""
1673,PASS,311,311,true,6f4a371c-d224-4c05-9299-d73a2fd59c35,true,768,true,""",""","as","as"
1674,PASS,98,98,true,30d6204c-4dc0-42d0-9064-d9ca6baba34a,true,768,true,"diamonds","diamonds",""","""
1675,PASS,305,305,true,11495f7c-3270-4df8-b6ab-6b1ea5d45a8c,true,768,true,""",""",".","."
1676,PASS,539,539,true,d8b9a959-2e28-41ae-96e3-78ef8a0e7654,true,768,true,"rama","rama",".","."
1677,PASS,479,479,true,fc23b97f-2fd4-48a6-9371-7ef93ed6f406,true,768,true,"after","after","is","is"
1678,PASS,229,229,true,d090551c-9bb5-4b0c-88cd-ac9e2351a23a,true,768,true,"he","he","'","'"
1679,PASS,336,336,true,77b6c228-a92e-4713-92ea-81b62a08a9de,true,768,true,"v","v",""","""
1680,PASS,530,530,true,f2b0deca-2fdd-4677-a5c2-b2f84cf70e92,true,768,true,"maricha","maricha","will","will"
1681,PASS,220,220,true,68c6f1e6-0d44-4eb8-88cc-a917b8ffd875,true,768,true,"live","live",""","""
1682,PASS,323,323,true,962ca5b2-0005-4b09-8556-c77c505e1d81,true,768,true,""",""",",",","
1683,PASS,457,457,true,dd2cc083-73e6-4dc2-ad1c-b8df55599a66,true,768,true,"which","which",".","."
1684,PASS,538,538,true,fd83bcab-052d-46a8-bc21-b5fc2dabb47d,true,768,true,"shortly","shortly","i","i"
1685,PASS,45,45,true,ac23f94f-e3f9-405b-b394-6a8cdaf7200e,true,768,true,"can","can",""","""
1686,PASS,307,307,true,ab9b7246-cde1-4a42-9440-ea63a027ad44,true,768,true,""",""",",",","
1687,PASS,520,520,true,0947fbcf-3afb-41b0-91e7-c5749a39cd95,true,768,true,"sugriva","sugriva","struck","struck"
1688,PASS,521,521,true,3b301d78-4754-4c4f-b9ad-dcf357fbda78,true,768,true,"each","each","desire","desire"
1689,PASS,510,510,true,b19a2f7c-b82d-4d1b-b0c2-428c5e7aa9c2,true,768,true,"to","to","summit","summit"
1690,PASS,186,186,true,3ff52df6-1fac-4c02-b35d-5097cbb85622,true,768,true,"of","of",""","""
1691,PASS,305,305,true,01289c35-6f25-47f2-8819-947f4a084f65,true,768,true,""",""",".","."
1692,PASS,507,507,true,d6bed059-970b-4602-a27d-f5e7fd491d84,true,768,true,"one","one",""","""
1693,PASS,315,315,true,3161ae15-14aa-4274-88dd-92ff950cd544,true,768,true,""",""","to","to"
1694,PASS,486,486,true,7f657cb1-ce9a-49a7-9e26-0c121b0f8522,true,768,true,"meet","meet",".","."
1695,PASS,563,563,true,0d8e7aec-171c-412e-a263-c71fc5c59b3a,true,768,true,"rama","rama","'","'"
1696,PASS,496,496,true,5be422b7-4a24-4abf-850f-68af3ff33035,true,768,true,"we","we",""","""
1697,PASS,289,289,true,b3626d03-9ba7-4aa7-b436-18de011aef4b,true,768,true,""",""","the","the"
1698,PASS,530,530,true,c18d7465-e0b9-4729-bcc8-f14d158ecde3,true,768,true,"dust","dust","divine","divine"
1699,PASS,517,517,true,c6e5cb50-3f91-4fe7-8347-9c4ccbb10d0b,true,768,true,"sagara","sagara",".","."
1700,PASS,108,108,true,bc2f15b4-abb6-44c8-8099-0a884a221bfd,true,768,true,"as","as",""","""
1701,PASS,261,261,true,30552443-7cd8-4941-a268-0f8be66699e9,true,768,true,""",""","in","in"
1702,PASS,508,508,true,d4cc806a-ecd8-4049-abcf-d5ff2b1ed0d3,true,768,true,"the","the","as","as"
1703,PASS,370,370,true,e13612aa-cc22-49e9-b0ac-7adcef7f658d,true,768,true,"shirisha","shirisha",""","""
1704,PASS,289,289,true,873e48d5-41b4-4866-a1ff-75f102dd89bc,true,768,true,""",""","on","on"
1705,PASS,53,53,true,d1e3815f-ab0b-4392-8843-3207a779e5a6,true,768,true,"prahasta","prahasta",""","""
1706,PASS,284,284,true,884e474a-eef3-4b59-be2b-c38bae00f2e4,true,768,true,""",""",".","."
1707,PASS,350,350,true,03133d49-a53a-419d-a66c-4e4b87c92aeb,true,768,true,"the","the",""","""
1708,PASS,318,318,true,17a469f1-48c7-425f-bae1-826f75b87f1d,true,768,true,""",""",".","."
1709,PASS,379,379,true,b1ad804d-e5f5-4ebd-9f86-3322ce389735,true,768,true,"kumbhakarna","kumbhakarna",""","""
1710,PASS,286,286,true,b7898184-5465-4987-8d20-37517d10943e,true,768,true,""",""",".","."
1711,PASS,313,313,true,fa0869aa-d2bb-4847-8287-1d818593fa74,true,768,true,"when","when",""","""
1712,PASS,295,295,true,dc175118-283d-4089-997b-59caa06f39d2,true,768,true,""",""","and","and"
1713,PASS,467,467,true,6ee0ec81-5d77-4dbe-a5da-1288bf22ea5d,true,768,true,"jambavan","jambavan",".","."
1714,PASS,172,172,true,b7cf3ae7-da59-443d-90c8-082e61778b27,true,768,true,"listen","listen",""","""
1715,PASS,300,300,true,12574d4b-f924-41af-8d9c-9451c2a65760,true,768,true,""",""","chestnuts","chestnuts"
1716,PASS,440,440,true,4228840a-1329-4ff5-b969-4345310c6b4f,true,768,true,"belongs","belongs",""","""
1717,PASS,296,296,true,56dff706-239d-4724-b264-7162c7ae6c4a,true,768,true,""",""","but","but"
1718,PASS,552,552,true,6fce12fd-7c02-4b36-a17d-1753172ded0e,true,768,true,"knowing","knowing","the","the"
1719,PASS,533,533,true,8a02a96e-57ab-446f-a1bd-9cb8df2e8aaa,true,768,true,"gandharvas","gandharvas",".","."
1720,PASS,492,492,true,9def30e0-4a06-4ca7-8c81-08a3839d7ce1,true,768,true,"as","as",".","."
1721,PASS,118,118,true,8f17c3f3-85c6-46fe-9936-06082ead83ef,true,768,true,"after","after",""","""
1722,PASS,286,286,true,6fc77167-5a74-4cf3-b34a-cd1530807909,true,768,true,""",""",".","."
1723,PASS,48,48,true,5ba5f1a6-b389-4485-917d-14d3020eaec2,true,768,true,"rajan","rajan",""","""
1724,PASS,301,301,true,ad849430-0f87-40ce-a111-62872d3da743,true,768,true,""",""",".","."
1725,PASS,512,512,true,190456df-94e0-451c-9837-680e88d3068b,true,768,true,"after","after","stood","stood"
1726,PASS,298,298,true,7121dd02-b03d-47f1-a5dd-13d3ba3d544a,true,768,true,"beside","beside",""","""
1727,PASS,319,319,true,50279d71-f276-40ba-9bb3-1e72c6cc0ca6,true,768,true,""",""","have","have"
1728,PASS,543,543,true,ed447820-6930-42b4-ae23-e895db44b7b5,true,768,true,"excellent","excellent",""","""
1729,PASS,132,132,true,59f8ffff-bb30-4f99-911c-550754295624,true,768,true,"narada","narada",""","""
1730,PASS,320,320,true,258f09a0-2150-4646-88cf-82de68596974,true,768,true,""",""","ought","ought"
1731,PASS,319,319,true,16dd7259-54da-4f2c-8b7c-ce8c4b056399,true,768,true,"not","not",""","""
1732,PASS,316,316,true,626b8fda-5dad-479a-978a-4609d161d70b,true,768,true,""",""","suffer","suffer"
1733,PASS,515,515,true,148bb01d-4a65-4589-a039-a16bb577770c,true,768,true,"widowhood","widowhood",",",","
1734,PASS,114,114,true,ab3e90ab-9b04-4040-95bf-a5ebccf77f52,true,768,true,"but","but",""","""
1735,PASS,366,366,true,0c3eb3cb-90df-49e6-91dc-36664979e4e9,true,768,true,""",""","to","to"
1736,PASS,507,507,true,7123109e-f0f9-4d0c-840a-213d8d2aeba3,true,768,true,"live","live",""","""
1737,PASS,531,531,true,e3c8f402-e797-478c-b406-cba07cbfe71d,true,768,true,"savitri","savitri",""","""
1738,PASS,527,527,true,26b06994-9e45-4e47-93d1-11c6a5e75a90,true,768,true,"savitri","savitri",";",";"
1739,PASS,517,517,true,d092e6db-6c14-4b16-951e-7e46145706f7,true,768,true,"without","without",".","."
1740,PASS,552,552,true,a31f7dc5-3c02-4b60-a722-395f493d3e59,true,768,true,"if","if","i","i"
1741,PASS,460,460,true,c6bcc41a-46e4-4f63-b37a-3852ce636f57,true,768,true,"will","will",""","""
1742,PASS,260,260,true,56785c0e-1599-47a2-9e0d-eae9a0200955,true,768,true,""",""",""","""
1743,PASS,466,466,true,ad770c2a-d02c-415e-9f31-66201431de32,true,768,true,"another","another","the","the"
1744,PASS,464,464,true,6eca1d20-a4c1-48b1-b42a-8bd79d40b172,true,768,true,"night","night",""","""
1745,PASS,287,287,true,93f8c62c-bf1e-4fa7-83c5-3197749b2363,true,768,true,""",""",".","."
1746,PASS,198,198,true,a860b783-0eba-44e2-8be3-2f20bc9725a6,true,768,true,"arriving","arriving",""","""
1747,PASS,320,320,true,3758b2d3-c264-4a3a-8dfa-24ff8b5c57a1,true,768,true,"j","j","or","or"
1748,PASS,517,517,true,24b9087d-a972-4db0-8a86-b36540741dd0,true,768,true,"whatever","whatever",".","."
1749,PASS,215,215,true,b8d6c43b-aeb2-43cd-92ba-57be273d3072,true,768,true,"renown","renown",""","""
1750,PASS,357,357,true,cec8e329-c176-4316-953a-2d1678dc519d,true,768,true,""",""","your","your"
1751,PASS,180,180,true,9fff75d1-7602-4746-9f0b-c2ce24e6532d,true,768,true,"kundala","kundala",""","""
1752,PASS,344,344,true,956c5020-365f-46b2-b02e-4c236c4d4bd9,true,768,true,""",""","in","in"
1753,PASS,220,220,true,c4fa3b24-3b84-4e8f-a4d6-a7d838b2c830,true,768,true,"battle","battle",""","""
1754,PASS,333,333,true,98ce31b9-703e-4342-9077-7b469e80f845,true,768,true,"j","j","'","'"
1755,PASS,504,504,true,74ed2e2f-55b4-404d-b0c7-cf9de75ef908,true,768,true,"having","having",",",","
1756,PASS,19,19,true,7b2d3a64-b173-4f1e-bc0e-d21ffc148c53,true,768,true,"however","however",""","""
1757,PASS,311,311,true,d9dc8692-eeae-4d48-82b6-b718fd8334da,true,768,true,""",""",",",","
1758,PASS,251,251,true,699f7b42-5e50-4b51-9d92-d6961c3f19f9,true,768,true,"without","without",""","""
1759,PASS,296,296,true,072ed6e3-0a25-407c-a472-519d15acbdab,true,768,true,"v","v",".","."
1760,PASS,281,281,true,143505a3-0b75-4eb2-aa87-4fbf39d28cd4,true,768,true,"o","o",""","""
1761,PASS,292,292,true,a1fcbcb3-49c5-4f77-bec9-6d62252a9833,true,768,true,"v","v",".","."
1762,PASS,561,561,true,85c5cc67-43b2-4f9a-b8e9-5bd2b8f5faae,true,768,true,"and","and","me","me"
1763,PASS,63,63,true,64f14d9a-5053-41d6-a642-fd450dfcc32b,true,768,true,"with","with",""","""
1764,PASS,365,365,true,a5019440-40a5-4a8e-8b20-afebbed5d5ad,true,768,true,"v","v",".","."
1765,PASS,499,499,true,4f27e932-9902-4323-b295-80dc6ac1f3f4,true,768,true,"listen","listen","rays","rays"
1766,PASS,34,34,true,93fbf47a-11d9-4e64-bb53-0538cdccbd8e,true,768,true,"entered","entered",""","""
1767,PASS,333,333,true,18ee203f-c615-4617-8158-dbd36fefa6e0,true,768,true,"v","v","may","may"
1768,PASS,424,424,true,e707a1d9-302c-47e4-a5ca-511bb89ec895,true,768,true,"you","you",""","""
1769,PASS,305,305,true,94abf8a6-3591-435a-95ec-8b770069992a,true,768,true,"v","v",".","."
1770,PASS,330,330,true,83fe1ea2-99ba-45cb-b242-5318699d4810,true,768,true,"after","after",""","""
1771,PASS,317,317,true,e0fe8c4e-07e3-47b3-b3e4-61344e3ad8b8,true,768,true,"v","v","'","'"
1772,PASS,547,547,true,d69c249a-f307-4a00-a68a-f0f3a5fbaaf5,true,768,true,"when","when",".","."
1773,PASS,399,399,true,f9ae5334-35fd-41ba-962b-1c2c6b6e56e6,true,768,true,"here","here",""","""
1774,PASS,338,338,true,0c880c0a-25bb-4a42-b951-8b75a02b65cc,true,768,true,"j","j","you","you"
1775,PASS,210,210,true,25dea0d8-cf5e-444c-bc19-ccf810988c5c,true,768,true,"must","must",""","""
1776,PASS,321,321,true,03ebd64a-8118-4ff4-ac26-c31b0c5be62f,true,768,true,""",""","you","you"
1777,PASS,526,526,true,e1bc4220-2c93-43bf-80ad-15ea2175860f,true,768,true,"must","must","'","'"
1778,PASS,464,464,true,50f4416f-ef38-450b-9095-1051613291f9,true,768,true,"arjuna","arjuna",""","""
1779,PASS,301,301,true,d3f74df7-a286-4367-b209-1ffe7fc3e7ee,true,768,true,"v","v","?","?"
1780,PASS,500,500,true,9c1759ec-1926-4049-9c22-e84ddf353b0d,true,768,true,"this","this",".","."
1781,PASS,511,511,true,883271f0-c89a-493d-b856-9d04a1242254,true,768,true,"this","this","that","that"
1782,PASS,478,478,true,5bd9557a-0468-46c6-ace9-d30e04509743,true,768,true,"a","a","'","'"
1783,PASS,484,484,true,07b2304b-a1d2-4104-9feb-77bc8b3c8ecf,true,768,true,"the","the","and","and"
1784,PASS,529,529,true,eeb43fb3-a813-46c0-b718-74114406402c,true,768,true,"what","what","'","'"
1785,PASS,514,514,true,cea5f0b7-02fe-48f1-9550-9de872e43569,true,768,true,"yudhishtira","yudhishtira","'","'"
1786,PASS,526,526,true,20d00c9e-1810-4849-980e-807f50a7ad64,true,768,true,"yudhishtira","yudhishtira","'","'"
1787,PASS,549,549,true,9518c9c9-7760-41bb-aa61-0094e4c1b400,true,768,true,"yudhishtira","yudhishtira",".","."
1788,PASS,96,96,true,018462e5-4684-40a4-ae44-1b65073868a2,true,768,true,"my","my",""","""
1789,PASS,335,335,true,debc7e43-529f-4cd3-b6f7-b2fbaaf19509,true,768,true,"v","v",".","."
1790,PASS,563,563,true,b74819c8-869a-446d-b0d9-81565d158942,true,768,true,"i","i","life","life"
1791,PASS,45,45,true,44620368-7a44-4875-8c83-73e0aa04b0e4,true,768,true,"of","of",""","""
1792,PASS,310,310,true,b3dbc3d0-cacf-4c7a-8819-3de0925dcde6,true,768,true,"v","v",".","."
1793,PASS,466,466,true,f801f2a0-19e4-40a5-a8c4-a48dc8400db3,true,768,true,"indra","indra",".","."
1794,PASS,6,6,true,222a8fda-7d9e-4aa9-937f-b6a0abf7aae9,true,768,true,"the","the","parva","parva"
